id,participant_id,agegroup_id,divisi_id,team_id,block_date
28,5,3,Grading,260,2025-09-20
29,5,3,Grading,260,2025-10-04
30,5,3,Grading,260,2025-10-18
31,5,3,Grading,260,2025-11-01
32,5,3,Grading,260,2025-11-15
33,5,3,Grading,260,2025-11-29
61,61,3,Grading,366,2025-09-27
62,61,3,Grading,366,2025-11-29
63,61,3,Grading,366,2025-12-13
64,61,3,Grading,366,2026-05-16
65,61,3,Grading,366,2026-05-23
162,22,3,Grading,264,2025-09-20
163,22,3,Grading,264,2025-11-08
164,22,3,Grading,264,2025-11-15
165,22,3,Grading,264,2025-11-22
166,22,3,Grading,264,2025-12-06
167,22,3,Grading,264,2025-12-13
204,29,3,Grading,314,2025-09-27
205,29,3,Grading,314,2025-10-04
206,29,3,Grading,314,2025-11-15
207,29,3,Grading,314,2025-11-22
208,29,3,Grading,314,2025-12-06
209,29,3,Grading,314,2025-12-13
234,9,3,Grading,227,2025-09-27
235,9,3,Grading,227,2025-10-04
236,9,3,Grading,227,2025-10-18
237,9,3,Grading,227,2025-10-25
238,9,3,Grading,227,2025-11-29
239,9,3,Grading,227,2025-12-13
260,30,3,Grading,239,2025-09-20
261,30,3,Grading,239,2025-09-27
262,30,3,Grading,239,2025-11-15
263,30,3,Grading,239,2025-12-13
264,30,3,Grading,240,2025-09-20
265,30,3,Grading,240,2025-09-27
266,30,3,Grading,240,2025-11-15
267,30,3,Grading,240,2025-12-13
308,13,3,Grading,309,2025-12-06
309,13,3,Grading,309,2026-05-23
310,13,3,Grading,310,2025-12-06
311,13,3,Grading,310,2026-05-23
312,3,3,Grading,330,2025-10-11
313,3,3,Grading,330,2025-10-18
314,3,3,Grading,330,2025-11-08
315,3,3,Grading,330,2025-11-22
316,8,3,Grading,247,2025-09-20
317,8,3,Grading,247,2025-09-27
318,8,3,Grading,247,2025-12-13
438,2,3,Grading,333,2025-10-11
479,16,3,Grading,290,2025-09-27
480,16,3,Grading,290,2025-11-08
481,16,3,Grading,290,2025-11-15
482,16,3,Grading,290,2025-11-22
483,16,3,Grading,290,2025-11-29
484,16,3,Grading,290,2025-12-06
554,60,3,Grading,364,2025-09-20
555,60,3,Grading,364,2025-09-27
556,60,3,Grading,364,2025-11-29
557,60,3,Grading,364,2025-12-06
558,60,3,Grading,364,2025-12-13
559,60,3,Grading,364,2026-05-09
582,1,3,Grading,253,2025-09-20
583,1,3,Grading,253,2025-10-04
584,1,3,Grading,253,2025-11-22
642,54,3,Grading,348,2025-10-04
643,54,3,Grading,348,2025-10-11
644,54,3,Grading,348,2025-11-08
708,14,3,Grading,324,2025-11-15
709,14,3,Grading,324,2025-11-22
716,18,3,Grading,256,2025-09-20
717,18,3,Grading,256,2025-10-04
718,18,3,Grading,256,2025-10-11
719,18,3,Grading,256,2025-11-08
720,18,3,Grading,256,2025-12-13
721,18,3,Grading,256,2026-05-23
734,26,3,Grading,328,2025-09-20
735,26,3,Grading,328,2025-10-04
736,26,3,Grading,328,2025-11-01
737,26,3,Grading,328,2025-11-08
738,26,3,Grading,328,2025-12-06
739,26,3,Grading,328,2025-12-13
775,25,3,Grading,346,2025-10-25
776,25,3,Grading,346,2025-11-01
777,25,3,Grading,346,2025-11-22
778,25,3,Grading,346,2025-12-13
779,6,3,Grading,331,2025-09-20
780,6,3,Grading,331,2025-09-27
781,6,3,Grading,331,2025-10-04
782,6,3,Grading,331,2025-10-25
783,6,3,Grading,331,2025-11-29
784,6,3,Grading,331,2025-12-06
836,34,3,Grading,343,2025-10-04
837,34,3,Grading,343,2025-10-11
838,34,3,Grading,343,2025-11-01
839,31,3,C,336,2025-09-20
840,31,3,C,336,2025-10-04
841,31,3,C,336,2025-10-18
842,31,3,C,336,2025-11-01
843,31,3,C,336,2025-12-06
844,31,3,C,336,2026-04-11
866,34,3,A,342,2026-04-11
867,34,3,A,342,2026-04-18
868,34,3,A,342,2026-04-25
871,73,3,A,387,2025-11-22
872,73,3,A,387,2025-12-13
55,35,3,2,276,329
60,11,3,3,296,330
96,20,3,3,320,330
139,73,3,3,387,330
171,11,3,2,293,329
364,18,3,2,255,329
376,54,3,3,348,330
1,16,3,D,290,
2,13,3,D,309,
3,61,3,D,366,
4,34,3,D,343,
31,35,3,A,280,
32,54,3,A,348,
33,20,3,A,320,
34,73,3,A,387,
39,11,3,A,296,
40,25,3,A,346,
41,35,3,B,281,
42,9,3,B,227,
43,11,3,C,297,
44,13,3,C,310,
45,14,3,C,324,
46,2,3,C,333,
87,34,3,A,342,
88,20,3,A,320,
89,11,3,A,296,
90,3,3,A,330,
91,25,3,A,346,
92,35,3,A,280,
93,73,3,A,387,
94,54,3,A,348,
95,26,3,B,328,
96,35,3,B,281,
97,31,3,B,336,
98,5,3,B,260,
99,14,3,C,324,
100,1,3,C,253,
101,2,3,C,333,
102,11,3,C,297,
145,20,3,A,320,
146,3,3,A,330,
147,11,3,A,296,
148,73,3,A,387,
149,30,3,B,239,
150,8,3,B,247,
151,22,3,C,264,
152,29,3,C,314,
153,11,3,C,297,
154,14,3,C,324,
155,13,3,C,310,
156,2,3,C,333,
157,30,3,D,240,
158,13,3,D,309,
159,60,3,D,364,
160,61,3,D,366,
203,73,3,A,387,
204,3,3,A,330,
205,9,3,B,227,
206,30,3,B,239,
207,5,3,B,260,
208,8,3,B,247,
209,31,3,B,336,
210,26,3,B,328,
211,1,3,C,253,
212,22,3,C,264,
213,13,3,C,310,
214,29,3,C,314,
215,60,3,D,364,
216,6,3,D,331,
217,13,3,D,309,
218,61,3,D,366,
219,16,3,D,290,
220,30,3,D,240,
297,20,3,A,320,
298,25,3,A,346,
299,11,3,A,296,
300,35,3,A,280,
301,3,3,A,330,
302,34,3,A,342,
303,30,3,B,239,
304,35,3,B,281,
305,8,3,B,247,
306,26,3,B,328,
307,22,3,C,264,
308,18,3,C,256,
309,1,3,C,253,
310,11,3,C,297,
311,60,3,D,364,
312,16,3,D,290,
313,61,3,D,366,
314,30,3,D,240,
375,20,3,A,320,
376,35,3,A,280,
377,34,3,A,342,
378,54,3,A,348,
379,35,3,B,281,
380,31,3,B,336,
381,26,3,B,328,
382,5,3,B,260,
383,18,3,C,256,
384,2,3,C,333,
385,1,3,C,253,
386,13,3,C,310,
387,22,3,C,264,
388,14,3,C,324,
389,60,3,D,364,
390,13,3,D,309,
391,16,3,D,290,
392,34,3,D,343,
455,54,3,A,348,
456,11,3,A,296,
457,9,3,B,227,
458,8,3,B,247,
459,11,3,C,297,
460,22,3,C,264,
461,2,3,C,333,
462,1,3,C,253,
463,14,3,C,324,
464,18,3,C,256,
465,13,3,D,309,
466,6,3,D,331,
467,16,3,D,290,
468,61,3,D,366,
519,3,3,A,330,
520,25,3,A,346,
521,34,3,A,342,
522,11,3,A,296,
523,35,3,A,280,
524,73,3,A,387,
525,9,3,B,227,
526,31,3,B,336,
527,8,3,B,247,
528,35,3,B,281,
529,1,3,C,253,
530,18,3,C,256,
531,29,3,C,314,
532,2,3,C,333,
533,13,3,D,309,
534,34,3,D,343,
535,6,3,D,331,
536,61,3,D,366,
581,35,3,A,280,
582,34,3,A,342,
583,54,3,A,348,
584,3,3,A,330,
585,26,3,B,328,
586,9,3,B,227,
587,5,3,B,260,
588,30,3,B,239,
589,11,3,C,297,
590,18,3,C,256,
591,29,3,C,314,
592,1,3,C,253,
593,2,3,C,333,
594,22,3,C,264,
595,34,3,D,343,
596,6,3,D,331,
597,30,3,D,240,
598,60,3,D,364,
653,34,3,A,342,
654,25,3,A,346,
655,20,3,A,320,
656,54,3,A,348,
657,8,3,B,247,
658,31,3,B,336,
659,30,3,B,239,
660,26,3,B,328,
661,35,3,B,281,
662,5,3,B,260,
663,22,3,C,264,
664,13,3,C,310,
665,29,3,C,314,
666,11,3,C,297,
667,30,3,D,240,
668,34,3,D,343,
227,9,3,B,,
239,30,3,B,,
240,30,3,D,,
247,8,3,B,,
253,1,3,C,,
256,18,3,C,,
260,5,3,B,,
264,22,3,C,,
280,35,3,A,,
281,35,3,B,,
290,16,3,D,,
296,11,3,A,,
297,11,3,C,,
309,13,3,D,,
310,13,3,C,,
314,29,3,C,,
320,20,3,A,,
324,14,3,C,,
328,26,3,B,,
330,3,3,A,,
331,6,3,D,,
333,2,3,C,,
336,31,3,B,,
342,34,3,A,,
343,34,3,D,,
346,25,3,A,,
348,54,3,A,,
364,60,3,D,,
366,61,3,D,,
387,73,3,A,,
