id,participant_id,agegroup_id,divisi_id,team_id,block_date
17,9,35,2,226,276
26,14,35,5,383,285
30,13,35,2,308,274
43,34,35,2,341,277
44,11,35,1,291,272
45,56,35,1,352,273
46,26,35,1,326,270
65,25,35,3,346,280
68,26,35,3,328,281
163,21,35,2,302,277
177,11,35,3,296,280
184,30,35,3,239,281
212,8,35,2,245,274
214,11,35,2,293,276
224,20,35,3,320,280
232,22,35,5,266,285
243,22,35,1,262,270
244,36,35,1,299,272
245,18,35,1,254,273
256,30,35,2,237,274
257,65,35,2,373,276
336,20,35,2,319,277
346,8,35,3,247,281
359,11,35,1,292,273
403,29,35,2,313,274
422,2,35,5,334,285
