id,participant_id,agegroup_id,divisi_id,team_id,block_date
16,65,2,Grading,373,2025-10-04
17,65,2,Grading,373,2025-10-18
18,65,2,Grading,373,2025-11-15
19,65,2,Grading,373,2025-12-06
20,65,2,Grading,373,2026-04-11
21,65,2,Grading,373,2026-05-09
22,5,2,Grading,259,2025-09-27
23,5,2,Grading,259,2025-10-11
24,5,2,Grading,259,2025-10-25
25,5,2,Grading,259,2025-11-08
26,5,2,Grading,259,2025-11-22
27,5,2,Grading,259,2025-12-06
150,22,2,Grading,263,2025-09-20
151,22,2,Grading,263,2025-11-08
152,22,2,Grading,263,2025-11-15
153,22,2,Grading,263,2025-11-22
154,22,2,Grading,263,2025-12-06
155,22,2,Grading,263,2025-12-13
198,29,2,Grading,313,2025-09-27
199,29,2,Grading,313,2025-10-04
200,29,2,Grading,313,2025-10-11
201,29,2,Grading,313,2025-11-22
202,29,2,Grading,313,2025-11-29
203,29,2,Grading,313,2025-12-13
250,30,2,Grading,237,2025-09-20
251,30,2,Grading,237,2025-09-27
252,30,2,Grading,237,2025-10-11
253,30,2,Grading,237,2025-12-13
296,8,2,Grading,245,2025-09-20
297,8,2,Grading,245,2025-09-27
298,8,2,Grading,245,2025-12-13
299,8,2,Grading,246,2025-09-20
300,8,2,Grading,246,2025-09-27
301,8,2,Grading,246,2025-12-13
305,13,2,Grading,308,2026-04-25
331,3,2,Grading,329,2025-09-20
332,3,2,Grading,329,2025-10-25
333,3,2,Grading,329,2025-12-06
334,3,2,Grading,329,2026-05-23
341,37,2,Grading,339,2025-10-11
342,37,2,Grading,339,2025-10-18
343,37,2,Grading,339,2025-11-22
344,37,2,Grading,339,2025-12-13
345,37,2,Grading,339,2026-05-02
346,37,2,Grading,339,2026-05-16
398,56,2,Grading,353,2025-09-20
399,56,2,Grading,353,2025-10-18
400,56,2,Grading,353,2025-11-29
451,9,2,Grading,226,2025-09-27
452,9,2,Grading,226,2025-10-04
453,9,2,Grading,226,2025-10-18
454,9,2,Grading,226,2025-10-25
455,9,2,Grading,226,2025-11-29
456,9,2,Grading,226,2025-12-13
468,59,2,Grading,359,2025-09-27
469,59,2,Grading,359,2025-10-04
470,59,2,Grading,359,2026-04-11
471,59,2,Grading,359,2026-05-02
485,16,2,Grading,289,2025-09-27
486,16,2,Grading,289,2025-11-08
487,16,2,Grading,289,2025-11-15
488,16,2,Grading,289,2025-11-22
489,16,2,Grading,289,2025-11-29
490,16,2,Grading,289,2025-12-06
503,67,2,Grading,375,2025-10-04
504,67,2,Grading,375,2025-11-22
505,67,2,Grading,375,2025-11-29
506,67,2,Grading,375,2025-12-06
507,67,2,Grading,375,2025-12-13
508,67,2,Grading,375,2026-05-23
509,57,2,Grading,354,2025-09-27
510,57,2,Grading,354,2025-10-04
511,57,2,Grading,354,2025-11-22
512,57,2,Grading,354,2025-11-29
513,57,2,Grading,354,2026-05-16
514,57,2,Grading,354,2026-05-23
515,53,2,Grading,335,2025-09-20
516,53,2,Grading,335,2025-10-18
517,53,2,Grading,335,2025-12-06
518,53,2,Grading,335,2026-04-18
519,53,2,Grading,335,2026-05-02
520,53,2,Grading,335,2026-05-23
560,60,2,Grading,363,2025-09-20
561,60,2,Grading,363,2025-09-27
562,60,2,Grading,363,2025-11-29
563,60,2,Grading,363,2025-12-06
564,60,2,Grading,363,2025-12-13
565,60,2,Grading,363,2026-05-09
639,54,2,Grading,347,2025-10-04
640,54,2,Grading,347,2025-10-11
641,54,2,Grading,347,2025-11-08
649,21,2,Grading,302,2025-11-01
650,21,2,Grading,303,2025-11-01
667,36,2,Grading,300,2025-10-04
668,36,2,Grading,300,2025-11-15
669,36,2,Grading,300,2025-11-22
670,36,2,Grading,300,2025-12-13
671,36,2,Grading,300,2026-05-02
672,36,2,Grading,300,2026-05-09
704,71,2,Grading,382,2025-09-20
705,71,2,Grading,382,2025-09-27
710,18,2,Grading,255,2025-09-20
711,18,2,Grading,255,2025-10-04
712,18,2,Grading,255,2025-10-11
713,18,2,Grading,255,2025-11-08
714,18,2,Grading,255,2025-12-13
715,18,2,Grading,255,2026-05-23
728,26,2,Grading,327,2025-09-20
729,26,2,Grading,327,2025-10-04
730,26,2,Grading,327,2025-11-01
731,26,2,Grading,327,2025-11-08
732,26,2,Grading,327,2025-12-06
733,26,2,Grading,327,2025-12-13
768,73,2,Grading,386,2025-10-25
769,73,2,Grading,386,2025-11-01
770,73,2,Grading,386,2025-11-29
771,73,2,Grading,386,2025-12-13
830,34,2,A,341,2025-10-04
831,34,2,A,341,2025-10-11
832,34,2,A,341,2025-11-01
851,73,2,E,345,2025-10-11
852,73,2,E,345,2025-11-22
853,73,2,E,345,2025-11-29
7,35,2,1,273,332
41,14,2,3,324,333
47,13,2,1,307,332
92,22,2,5,266,334
100,13,2,3,310,333
225,18,2,3,256,333
235,18,2,5,258,334
271,63,2,5,370,334
341,29,2,3,314,333
349,10,2,5,306,334
360,60,2,1,362,332
382,14,2,5,383,334
5,20,2,A,319,
6,73,2,A,386,
7,13,2,B,308,
8,35,2,B,274,
9,9,2,C,226,
10,35,2,C,276,
11,21,2,B,303,
12,65,2,C,373,
13,36,2,D,300,
14,11,2,D,294,
15,5,2,D,259,
16,67,2,D,375,
35,11,2,E,295,
36,43,2,E,345,
37,54,2,E,347,
38,59,2,E,359,
53,34,2,A,341,
54,35,2,A,277,
55,21,2,A,302,
56,37,2,A,339,
69,53,2,A,335,
70,34,2,A,341,
71,20,2,A,319,
72,21,2,A,302,
73,35,2,A,277,
74,73,2,A,386,
75,18,2,C,255,
76,65,2,C,373,
77,21,2,B,303,
78,11,2,B,293,
79,35,2,C,276,
80,3,2,C,329,
81,56,2,D,353,
82,36,2,D,300,
83,67,2,D,375,
84,26,2,D,327,
85,54,2,E,347,
86,43,2,E,345,
123,21,2,A,302,
124,53,2,A,335,
