id,participant_id,agegroup_id,divisi_id,team_id,block_date
222,29,7,Grading,317,2025-10-04
223,29,7,Grading,317,2025-10-11
224,29,7,Grading,317,2025-11-22
225,29,7,Grading,317,2025-11-29
226,29,7,Grading,317,2025-12-06
227,29,7,Grading,317,2025-12-13
290,9,7,Grading,230,2025-09-27
291,9,7,Grading,230,2025-10-04
292,9,7,Grading,230,2025-10-18
293,9,7,Grading,230,2025-10-25
294,9,7,Grading,230,2025-11-29
295,9,7,Grading,230,2025-12-13
247,29,7,-,317,
248,9,7,-,230,
547,29,7,-,317,
548,29,7,-,394,
617,29,7,-,394,
618,9,7,-,230,
230,9,7,-,,
287,35,7,-,,
317,29,7,-,,
394,29,7,-,,
